Основные средства,Инвентарный номер,ОКОФ,Амортизационная группа,Способ начисления амортизации,Дата принятия к учету,Состояние,Срок полезного использования,"Мес. норма износа, %","Износ, %",Балансовая стоимость,Количество,Сумма амортизации,Остаточная стоимость,Номер счёта,Дата,Классификатор
Термогигрометр TESTO 410-2,11013603000141.0,330.26.51.51,3.0,100% при вводе в эксплуатацию,15.07.2020,Введено в эксплуатацию,60.0,1.667,100.0,14060.0,1.0,14060.0,0.0,101,31.03.2022,101.36
"Кресло для персонала CHAIRMAN 480,экокожа, черный",11013606004414.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,31.03.2021,Введено в эксплуатацию,180.0,0.556,100.0,13585.98,1.0,13585.98,0.0,101,31.03.2022,101.36
Принтер этикеток Zebra GK420t,11013602000038.0,330.28.23.23,2.0,100% при вводе в эксплуатацию,17.11.2020,Введено в эксплуатацию,36.0,2.778,100.0,35640.0,1.0,35640.0,0.0,101,31.03.2022,101.36
Гардероб глубокий для кабинета руководителя,11013606002498.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,21.11.2019,Введено в эксплуатацию,180.0,0.556,100.0,17039.72,1.0,17039.72,0.0,101,31.03.2022,101.36
Перегородка мобильная 2055х2500 мм,11013600000041.0,330.31.01.11,6.0,Линейный,12.12.2019,Введено в эксплуатацию,180.0,0.556,15.0,184800.0,1.0,27720.09,157079.91,101,31.03.2022,101.36
"Доска магнитно-маркерная BRAUBERG PREMIUM, 2-сторонняя, 120х180 см, на стенде, ГАРАНТИЯ 10 лет",11013606002728.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,09.12.2019,Введено в эксплуатацию,180.0,0.556,100.0,10125.71,1.0,10125.71,0.0,101,31.03.2022,101.36
"Доска магнитно-маркерная BRAUBERG PREMIUM, 2-сторонняя, 120х180 см, на стенде, ГАРАНТИЯ 10 лет",11013606002729.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,09.12.2019,Введено в эксплуатацию,180.0,0.556,100.0,10125.71,1.0,10125.71,0.0,101,31.03.2022,101.36
Стол для персонала Geradom GD-1223,4101360400337.0,330.31.01.1,4.0,,01.11.2019,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,31.03.2022,101.36
Угловой двухместный элемент дивана,11013606002811.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,19.02.2020,Введено в эксплуатацию,180.0,0.556,100.0,19530.0,1.0,19530.0,0.0,101,31.03.2022,101.36
"Стеллаж СТ-150 2000х1000х600 5 полок, 150кг на полку",11013606004482.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100.0,12213.0,1.0,12213.0,0.0,101,31.03.2022,101.36
"Стеллаж СТ-150 2000х1000х400 6 полок, 150кг на полку",11013606004489.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100.0,11216.49,1.0,11216.49,0.0,101,31.03.2022,101.36
Металлический складской стеллаж СТ-300 (настил фанера),11013606004496.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100.0,24603.0,1.0,24603.0,0.0,101,31.03.2022,101.36
"Диван 3-местный, тип 4, экокожа, бежевый",11013606002749.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,12.12.2019,Введено в эксплуатацию,180.0,0.556,100.0,21921.08,1.0,21921.08,0.0,101,31.03.2022,101.36
"Диван 3-местный, тип 4, экокожа, бежевый",11013606002750.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,12.12.2019,Введено в эксплуатацию,180.0,0.556,100.0,21921.08,1.0,21921.08,0.0,101,31.03.2022,101.36
"Диван 3-местный, тип 4, экокожа, бежевый",11013606002751.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,12.12.2019,Введено в эксплуатацию,180.0,0.556,100.0,21921.08,1.0,21921.08,0.0,101,31.03.2022,101.36
Стол рабочий тип 1,4101360400972.0,330.31.01.1,4.0,,01.11.2019,Введено в эксплуатацию,84.0,1.19,100.0,4613.6,1.0,4613.6,0.0,101,31.03.2022,101.36
Стол для персонала Geradom GD-1223,4101360400254.0,330.31.01.1,4.0,,01.11.2019,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,31.03.2022,101.36
"Картотека ПРАКТИК AFC 04 шкаф 4 секцион. А4/FC, ц.замок, 467х630х1330, серый",11013606001770.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,13.11.2019,Введено в эксплуатацию,180.0,0.556,100.0,10775.66,1.0,10775.66,0.0,101,31.03.2022,101.36
Тумба стационарная с замком ДСП 4 ящика,11013606001774.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,06.11.2019,Введено в эксплуатацию,180.0,0.556,100.0,3830.0,1.0,3830.0,0.0,101,31.03.2022,101.36
Тумба стационарная с замком ДСП 4 ящика,11013606001781.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,06.11.2019,Введено в эксплуатацию,180.0,0.556,100.0,3830.0,1.0,3830.0,0.0,101,31.03.2022,101.36
Тумба стационарная с замком ДСП 4 ящика,11013606001784.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,06.11.2019,Введено в эксплуатацию,180.0,0.556,100.0,3830.0,1.0,3830.0,0.0,101,31.03.2022,101.36
"Диван двухместный РОЛАДН 1360х740х930, обивка экокожа черный",11013606001790.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,06.11.2019,Введено в эксплуатацию,180.0,0.556,100.0,14054.0,1.0,14054.0,0.0,101,31.03.2022,101.36
Переплетчик (Fellowes FS-56221),4101360500001.0,330.28.99.11.190,5.0,Линейный,02.09.2015,Введено в эксплуатацию,120.0,0.833,65.0,60000.0,1.0,39000.0,21000.0,101,31.03.2022,101.36
Стеллаж металлический 5 полок,4101360400505.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.10.2015,Введено в эксплуатацию,84.0,1.19,100.0,6996.93,1.0,6996.93,0.0,101,31.03.2022,101.36
Стеллаж металлический 5 полок,4101360400510.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.10.2015,Введено в эксплуатацию,84.0,1.19,100.0,6996.93,1.0,6996.93,0.0,101,31.03.2022,101.36
Кресло для персонала тип 2,4101360400521.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100.0,9337.76,1.0,9337.76,0.0,101,31.03.2022,101.36
Кресло для персонала тип 2,4101360400523.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100.0,9337.76,1.0,9337.76,0.0,101,31.03.2022,101.36
Диван трехместный Geradom GD-1075,4101360400125.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,14650.0,1.0,14650.0,0.0,101,31.03.2022,101.36
Кресло для персонала Geradom GD-1045,4101360400016.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,3700.0,1.0,3700.0,0.0,101,31.03.2022,101.36
Шкаф универсальный,4101360400562.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100.0,5997.94,1.0,5997.94,0.0,101,31.03.2022,101.36
Шкаф универсальный,4101360400564.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100.0,5997.94,1.0,5997.94,0.0,101,31.03.2022,101.36
Шкаф универсальный,4101360400565.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100.0,5997.94,1.0,5997.94,0.0,101,31.03.2022,101.36
Шкаф универсальный,4101360400573.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100.0,5997.94,1.0,5997.94,0.0,101,31.03.2022,101.36
Шкаф универсальный,4101360400574.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100.0,5997.94,1.0,5997.94,0.0,101,31.03.2022,101.36
Стул тип 1,4101360400604.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100.0,4437.75,1.0,4437.75,0.0,101,31.03.2022,101.36
Кресло мягкое,4101360400621.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100.0,8967.94,1.0,8967.94,0.0,101,31.03.2022,101.36
Станция рабочая с экраном на металлоопорах на два рабочих места,11013606002887.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.08.2020,Введено в эксплуатацию,180.0,0.556,100.0,14285.0,1.0,14285.0,0.0,101,31.03.2022,101.36
Станция рабочая с экраном на металлоопорах на два рабочих места,11013606002895.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.08.2020,Введено в эксплуатацию,180.0,0.556,100.0,14285.0,1.0,14285.0,0.0,101,31.03.2022,101.36
"Доска магнитно-маркетная BRAUBERG "" Premium"", 120х240 см, улучшенная алюминиевая",11013603002945.0,330.32.99.53.130,3.0,100% при вводе в эксплуатацию,05.10.2020,Введено в эксплуатацию,60.0,1.667,100.0,13788.52,1.0,13788.52,0.0,101,31.03.2022,101.36
"Стол для переговоров модульный большой, слива",11013606003244.0,330.31.09.11,6.0,100% при вводе в эксплуатацию,01.10.2020,Введено в эксплуатацию,180.0,0.556,100.0,62183.16,1.0,62183.16,0.0,101,31.03.2022,101.36
Сушилка для рук Electrolux EHDA-2500,4101360300024.0,16 2930221,3.0,100% при вводе в эксплуатацию,07.04.2016,Введено в эксплуатацию,60.0,1.667,100.0,10950.0,1.0,10950.0,0.0,101,31.03.2022,101.36
Уничтожитель документов (HSM Classic 104.3(3.9),4101360400493.0,330.28.23.23,4.0,100% при вводе в эксплуатацию,02.09.2015,Введено в эксплуатацию,84.0,1.19,100.0,32525.0,1.0,32525.0,0.0,101,31.03.2022,101.36
"Кресло мягкое, тип 1, экокожа, цвет коричневый",11013606002758.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,12.12.2019,Введено в эксплуатацию,180.0,0.556,100.0,11539.77,1.0,11539.77,0.0,101,31.03.2022,101.36
"Кресло мягкое, тип 1, экокожа, цвет коричневый",11013606002759.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,12.12.2019,Введено в эксплуатацию,180.0,0.556,100.0,11539.77,1.0,11539.77,0.0,101,31.03.2022,101.36
"Кресло мягкое, тип 1, экокожа, цвет коричневый",11013606002760.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,12.12.2019,Введено в эксплуатацию,180.0,0.556,100.0,11539.77,1.0,11539.77,0.0,101,31.03.2022,101.36
Стол для персонала Geradom GD-1223,4101360400298.0,330.31.01.1,4.0,,01.11.2019,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,31.03.2022,101.36
"Шкаф-витрина, 2 створки",11013606002807.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.02.2020,Введено в эксплуатацию,180.0,0.556,100.0,38590.02,1.0,38590.02,0.0,101,31.03.2022,101.36
Тумба стационарная с замком ДСП 4 ящика,11013606001777.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,06.11.2019,Введено в эксплуатацию,180.0,0.556,100.0,3830.0,1.0,3830.0,0.0,101,31.03.2022,101.36
"Кресло РОЛАДН 730х740х930, обивка экокожа черный",11013606001792.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,06.11.2019,Введено в эксплуатацию,180.0,0.556,100.0,8529.0,1.0,8529.0,0.0,101,31.03.2022,101.36
Стеллаж металлический 5 полок,4101360400515.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.10.2015,Введено в эксплуатацию,84.0,1.19,100.0,6996.93,1.0,6996.93,0.0,101,31.03.2022,101.36
Шкаф для документов,4101360400555.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100.0,29789.1,1.0,29789.1,0.0,101,31.03.2022,101.36
Стол для приема пищи тип 1,4101360400527.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100.0,3691.04,1.0,3691.04,0.0,101,31.03.2022,101.36
Стол для приема пищи тип 1,4101360400528.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100.0,3691.04,1.0,3691.04,0.0,101,31.03.2022,101.36
