,Unnamed: 0,Основное средство,Инвентарный номер,ОКОФ,Амортизационная группа,Способ начисления амортизации,Дата принятия к учету,Состояние,Срок полезного использования,"Мес. норма износа, %","Износ, %",Балансовая стоимость,Количество,Сумма амортизации,Остаточная стоимость
122,113,"Доска магнитно-маркерная BRAUBERG PREMIUM, 2-сторонняя, 120х180 см, на стенде, ГАРАНТИЯ 10 лет",11013606002729.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,09.12.2019,Введено в эксплуатацию,180.0,0.556,100,10125.71,1.0,10125.71,0.0
123,114,Стол для персонала Geradom GD-1223,4101360400337.0,330.31.01.1,4.0,,01.11.2019,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
124,115,Угловой двухместный элемент дивана,11013606002811.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,19.02.2020,Введено в эксплуатацию,180.0,0.556,100,19530.0,1.0,19530.0,0.0
125,116,"Стеллаж СТ-150 2000х1000х600 5 полок, 150кг на полку",11013606004482.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100,12213.0,1.0,12213.0,0.0
126,117,"Стеллаж СТ-150 2000х1000х400 6 полок, 150кг на полку",11013606004489.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100,11216.49,1.0,11216.49,0.0
127,118,Металлический складской стеллаж СТ-300 (настил фанера),11013606004496.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100,24603.0,1.0,24603.0,0.0
128,119,"Диван 3-местный, тип 4, экокожа, бежевый",11013606002749.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,12.12.2019,Введено в эксплуатацию,180.0,0.556,100,21921.08,1.0,21921.08,0.0
129,120,"Диван 3-местный, тип 4, экокожа, бежевый",11013606002750.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,12.12.2019,Введено в эксплуатацию,180.0,0.556,100,21921.08,1.0,21921.08,0.0
130,121,"Диван 3-местный, тип 4, экокожа, бежевый",11013606002751.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,12.12.2019,Введено в эксплуатацию,180.0,0.556,100,21921.08,1.0,21921.08,0.0
131,122,Стол рабочий тип 1,4101360400972.0,330.31.01.1,4.0,,01.11.2019,Введено в эксплуатацию,84.0,1.19,100,4613.6,1.0,4613.6,0.0
132,123,Стол для персонала Geradom GD-1223,4101360400254.0,330.31.01.1,4.0,,01.11.2019,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
133,124,"Картотека ПРАКТИК AFC 04 шкаф 4 секцион. А4/FC, ц.замок, 467х630х1330, серый",11013606001770.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,13.11.2019,Введено в эксплуатацию,180.0,0.556,100,10775.66,1.0,10775.66,0.0
134,125,Тумба стационарная с замком ДСП 4 ящика,11013606001774.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,06.11.2019,Введено в эксплуатацию,180.0,0.556,100,3830.0,1.0,3830.0,0.0
135,126,Тумба стационарная с замком ДСП 4 ящика,11013606001781.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,06.11.2019,Введено в эксплуатацию,180.0,0.556,100,3830.0,1.0,3830.0,0.0
136,127,Тумба стационарная с замком ДСП 4 ящика,11013606001784.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,06.11.2019,Введено в эксплуатацию,180.0,0.556,100,3830.0,1.0,3830.0,0.0
137,128,"Диван двухместный РОЛАДН 1360х740х930, обивка экокожа черный",11013606001790.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,06.11.2019,Введено в эксплуатацию,180.0,0.556,100,14054.0,1.0,14054.0,0.0
138,129,Переплетчик (Fellowes FS-56221),4101360500001.0,330.28.99.11.190,5.0,Линейный,02.09.2015,Введено в эксплуатацию,120.0,0.833,65,60000.0,1.0,39000.0,21000.0
139,130,Стеллаж металлический 5 полок,4101360400505.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.10.2015,Введено в эксплуатацию,84.0,1.19,100,6996.93,1.0,6996.93,0.0
140,131,Стеллаж металлический 5 полок,4101360400510.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.10.2015,Введено в эксплуатацию,84.0,1.19,100,6996.93,1.0,6996.93,0.0
141,132,Кресло для персонала тип 2,4101360400521.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,9337.76,1.0,9337.76,0.0
142,133,Кресло для персонала тип 2,4101360400523.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,9337.76,1.0,9337.76,0.0
143,134,Диван трехместный Geradom GD-1075,4101360400125.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,14650.0,1.0,14650.0,0.0
144,135,Кресло для персонала Geradom GD-1045,4101360400016.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,3700.0,1.0,3700.0,0.0
145,136,Шкаф универсальный,4101360400562.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,5997.94,1.0,5997.94,0.0
146,137,Шкаф универсальный,4101360400564.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,5997.94,1.0,5997.94,0.0
147,138,Шкаф универсальный,4101360400565.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,5997.94,1.0,5997.94,0.0
148,139,Шкаф универсальный,4101360400573.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,5997.94,1.0,5997.94,0.0
149,140,Шкаф универсальный,4101360400574.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,5997.94,1.0,5997.94,0.0
150,141,Стул тип 1,4101360400604.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,4437.75,1.0,4437.75,0.0
151,142,Кресло мягкое,4101360400621.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,8967.94,1.0,8967.94,0.0
152,143,Станция рабочая с экраном на металлоопорах на два рабочих места,11013606002887.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.08.2020,Введено в эксплуатацию,180.0,0.556,100,14285.0,1.0,14285.0,0.0
153,144,Станция рабочая с экраном на металлоопорах на два рабочих места,11013606002895.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.08.2020,Введено в эксплуатацию,180.0,0.556,100,14285.0,1.0,14285.0,0.0
154,145,"Доска магнитно-маркетная BRAUBERG "" Premium"", 120х240 см, улучшенная алюминиевая",11013603002945.0,330.32.99.53.130,3.0,100% при вводе в эксплуатацию,05.10.2020,Введено в эксплуатацию,60.0,1.667,100,13788.52,1.0,13788.52,0.0
155,146,"Стол для переговоров модульный большой, слива",11013606003244.0,330.31.09.11,6.0,100% при вводе в эксплуатацию,01.10.2020,Введено в эксплуатацию,180.0,0.556,100,62183.16,1.0,62183.16,0.0
156,147,Сушилка для рук Electrolux EHDA-2500,4101360300024.0,16 2930221,3.0,100% при вводе в эксплуатацию,07.04.2016,Введено в эксплуатацию,60.0,1.667,100,10950.0,1.0,10950.0,0.0
157,148,Уничтожитель документов (HSM Classic 104.3(3.9),4101360400493.0,330.28.23.23,4.0,100% при вводе в эксплуатацию,02.09.2015,Введено в эксплуатацию,84.0,1.19,100,32525.0,1.0,32525.0,0.0
158,149,"Кресло мягкое, тип 1, экокожа, цвет коричневый",11013606002758.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,12.12.2019,Введено в эксплуатацию,180.0,0.556,100,11539.77,1.0,11539.77,0.0
159,150,"Кресло мягкое, тип 1, экокожа, цвет коричневый",11013606002759.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,12.12.2019,Введено в эксплуатацию,180.0,0.556,100,11539.77,1.0,11539.77,0.0
160,151,"Кресло мягкое, тип 1, экокожа, цвет коричневый",11013606002760.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,12.12.2019,Введено в эксплуатацию,180.0,0.556,100,11539.77,1.0,11539.77,0.0
161,152,Стол для персонала Geradom GD-1223,4101360400298.0,330.31.01.1,4.0,,01.11.2019,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
162,153,"Шкаф-витрина, 2 створки",11013606002807.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.02.2020,Введено в эксплуатацию,180.0,0.556,100,38590.02,1.0,38590.02,0.0
163,154,Тумба стационарная с замком ДСП 4 ящика,11013606001777.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,06.11.2019,Введено в эксплуатацию,180.0,0.556,100,3830.0,1.0,3830.0,0.0
164,155,"Кресло РОЛАДН 730х740х930, обивка экокожа черный",11013606001792.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,06.11.2019,Введено в эксплуатацию,180.0,0.556,100,8529.0,1.0,8529.0,0.0
165,156,Стеллаж металлический 5 полок,4101360400515.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.10.2015,Введено в эксплуатацию,84.0,1.19,100,6996.93,1.0,6996.93,0.0
166,157,Шкаф для документов,4101360400555.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,29789.1,1.0,29789.1,0.0
167,158,Стол для приема пищи тип 1,4101360400527.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,3691.04,1.0,3691.04,0.0
168,159,Стол для приема пищи тип 1,4101360400528.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,3691.04,1.0,3691.04,0.0
169,160,Стол для приема пищи тип 1,4101360400529.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,3691.04,1.0,3691.04,0.0
170,161,Стол для приема пищи тип 1,4101360400530.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,3691.04,1.0,3691.04,0.0
171,162,Стол для приема пищи тип 1,4101360400531.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,3691.04,1.0,3691.04,0.0
172,163,Стол для приема пищи тип 1,4101360400532.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,3691.04,1.0,3691.04,0.0
173,164,Стол для персонала тип 1,4101360400537.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,3059.15,1.0,3059.15,0.0
174,165,Стол для персонала тип 1,4101360400538.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,3059.15,1.0,3059.15,0.0
175,166,Стол для персонала тип 1,4101360400539.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,3059.15,1.0,3059.15,0.0
176,167,Стол для персонала тип 1,4101360400540.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,3059.15,1.0,3059.15,0.0
